0.98	514.50	294.00	110.25	7.00	2	0.00	0	15.55
0.98	514.50	294.00	110.25	7.00	3	0.00	0	15.55
0.98	514.50	294.00	110.25	7.00	4	0.00	0	15.55
0.98	514.50	294.00	110.25	7.00	5	0.00	0	15.55
0.90	563.50	318.50	122.50	7.00	2	0.00	0	20.84
0.90	563.50	318.50	122.50	7.00	3	0.00	0	21.46
0.90	563.50	318.50	122.50	7.00	4	0.00	0	20.71
0.90	563.50	318.50	122.50	7.00	5	0.00	0	19.68
0.86	588.00	294.00	147.00	7.00	2	0.00	0	19.50
0.86	588.00	294.00	147.00	7.00	3	0.00	0	19.95
0.86	588.00	294.00	147.00	7.00	4	0.00	0	19.34
0.86	588.00	294.00	147.00	7.00	5	0.00	0	18.31
0.82	612.50	318.50	147.00	7.00	2	0.00	0	17.05
0.82	612.50	318.50	147.00	7.00	3	0.00	0	17.41
0.82	612.50	318.50	147.00	7.00	4	0.00	0	16.95
0.82	612.50	318.50	147.00	7.00	5	0.00	0	15.98
0.79	637.00	343.00	147.00	7.00	2	0.00	0	28.52
0.79	637.00	343.00	147.00	7.00	3	0.00	0	29.90
0.79	637.00	343.00	147.00	7.00	4	0.00	0	29.63
0.79	637.00	343.00	147.00	7.00	5	0.00	0	28.75
0.76	661.50	416.50	122.50	7.00	2	0.00	0	24.77
0.76	661.50	416.50	122.50	7.00	3	0.00	0	23.93
0.76	661.50	416.50	122.50	7.00	4	0.00	0	24.77
0.76	661.50	416.50	122.50	7.00	5	0.00	0	23.93
0.74	686.00	245.00	220.50	3.50	2	0.00	0	6.07
0.74	686.00	245.00	220.50	3.50	3	0.00	0	6.05
0.74	686.00	245.00	220.50	3.50	4	0.00	0	6.01
0.74	686.00	245.00	220.50	3.50	5	0.00	0	6.04
0.71	710.50	269.50	220.50	3.50	2	0.00	0	6.37
0.71	710.50	269.50	220.50	3.50	3	0.00	0	6.40
0.71	710.50	269.50	220.50	3.50	4	0.00	0	6.37
0.71	710.50	269.50	220.50	3.50	5	0.00	0	6.40
0.69	735.00	294.00	220.50	3.50	2	0.00	0	6.85
0.69	735.00	294.00	220.50	3.50	3	0.00	0	6.79
0.69	735.00	294.00	220.50	3.50	4	0.00	0	6.77
0.69	735.00	294.00	220.50	3.50	5	0.00	0	6.81
0.66	759.50	318.50	220.50	3.50	2	0.00	0	7.18
0.66	759.50	318.50	220.50	3.50	3	0.00	0	7.10
0.66	759.50	318.50	220.50	3.50	4	0.00	0	7.10
0.66	759.50	318.50	220.50	3.50	5	0.00	0	7.10
0.64	784.00	343.00	220.50	3.50	2	0.00	0	10.85
0.64	784.00	343.00	220.50	3.50	3	0.00	0	10.54
0.64	784.00	343.00	220.50	3.50	4	0.00	0	10.77
0.64	784.00	343.00	220.50	3.50	5	0.00	0	10.56
0.62	808.50	367.50	220.50	3.50	2	0.00	0	8.60
0.62	808.50	367.50	220.50	3.50	3	0.00	0	8.49
0.62	808.50	367.50	220.50	3.50	4	0.00	0	8.45
0.62	808.50	367.50	220.50	3.50	5	0.00	0	8.50
0.98	514.50	294.00	110.25	7.00	2	0.10	1	24.58
0.98	514.50	294.00	110.25	7.00	3	0.10	1	24.63
0.98	514.50	294.00	110.25	7.00	4	0.10	1	24.63
0.98	514.50	294.00	110.25	7.00	5	0.10	1	24.59
0.90	563.50	318.50	122.50	7.00	2	0.10	1	29.03
0.90	563.50	318.50	122.50	7.00	3	0.10	1	29.87
0.90	563.50	318.50	122.50	7.00	4	0.10	1	29.14
0.90	563.50	318.50	122.50	7.00	5	0.10	1	28.09
0.86	588.00	294.00	147.00	7.00	2	0.10	1	26.28
0.86	588.00	294.00	147.00	7.00	3	0.10	1	26.91
0.86	588.00	294.00	147.00	7.00	4	0.10	1	26.37
0.86	588.00	294.00	147.00	7.00	5	0.10	1	25.27
0.82	612.50	318.50	147.00	7.00	2	0.10	1	23.53
0.82	612.50	318.50	147.00	7.00	3	0.10	1	24.03
0.82	612.50	318.50	147.00	7.00	4	0.10	1	23.54
0.82	612.50	318.50	147.00	7.00	5	0.10	1	22.58
0.79	637.00	343.00	147.00	7.00	2	0.10	1	35.56
0.79	637.00	343.00	147.00	7.00	3	0.10	1	37.12
0.79	637.00	343.00	147.00	7.00	4	0.10	1	36.90
0.79	637.00	343.00	147.00	7.00	5	0.10	1	35.94
0.76	661.50	416.50	122.50	7.00	2	0.10	1	32.96
0.76	661.50	416.50	122.50	7.00	3	0.10	1	32.12
0.76	661.50	416.50	122.50	7.00	4	0.10	1	32.94
0.76	661.50	416.50	122.50	7.00	5	0.10	1	32.21
0.74	686.00	245.00	220.50	3.50	2	0.10	1	10.36
0.74	686.00	245.00	220.50	3.50	3	0.10	1	10.43
0.74	686.00	245.00	220.50	3.50	4	0.10	1	10.36
0.74	686.00	245.00	220.50	3.50	5	0.10	1	10.39
0.71	710.50	269.50	220.50	3.50	2	0.10	1	10.71
0.71	710.50	269.50	220.50	3.50	3	0.10	1	10.80
0.71	710.50	269.50	220.50	3.50	4	0.10	1	10.70
0.71	710.50	269.50	220.50	3.50	5	0.10	1	10.75
0.69	735.00	294.00	220.50	3.50	2	0.10	1	11.11
0.69	735.00	294.00	220.50	3.50	3	0.10	1	11.13
0.69	735.00	294.00	220.50	3.50	4	0.10	1	11.09
0.69	735.00	294.00	220.50	3.50	5	0.10	1	11.16
0.66	759.50	318.50	220.50	3.50	2	0.10	1	11.68
0.66	759.50	318.50	220.50	3.50	3	0.10	1	11.69
0.66	759.50	318.50	220.50	3.50	4	0.10	1	11.70
0.66	759.50	318.50	220.50	3.50	5	0.10	1	11.69
0.64	784.00	343.00	220.50	3.50	2	0.10	1	15.41
0.64	784.00	343.00	220.50	3.50	3	0.10	1	15.20
0.64	784.00	343.00	220.50	3.50	4	0.10	1	15.42
0.64	784.00	343.00	220.50	3.50	5	0.10	1	15.21
0.62	808.50	367.50	220.50	3.50	2	0.10	1	12.96
0.62	808.50	367.50	220.50	3.50	3	0.10	1	12.97
0.62	808.50	367.50	220.50	3.50	4	0.10	1	12.93
0.62	808.50	367.50	220.50	3.50	5	0.10	1	13.02
0.98	514.50	294.00	110.25	7.00	2	0.10	2	24.29
0.98	514.50	294.00	110.25	7.00	3	0.10	2	24.31
0.98	514.50	294.00	110.25	7.00	4	0.10	2	24.13
0.98	514.50	294.00	110.25	7.00	5	0.10	2	24.25
0.90	563.50	318.50	122.50	7.00	2	0.10	2	28.88
0.90	563.50	318.50	122.50	7.00	3	0.10	2	29.68
0.90	563.50	318.50	122.50	7.00	4	0.10	2	28.83
0.90	563.50	318.50	122.50	7.00	5	0.10	2	27.90
0.86	588.00	294.00	147.00	7.00	2	0.10	2	26.48
0.86	588.00	294.00	147.00	7.00	3	0.10	2	27.02
0.86	588.00	294.00	147.00	7.00	4	0.10	2	26.33
0.86	588.00	294.00	147.00	7.00	5	0.10	2	25.36
0.82	612.50	318.50	147.00	7.00	2	0.10	2	23.75
0.82	612.50	318.50	147.00	7.00	3	0.10	2	24.23
0.82	612.50	318.50	147.00	7.00	4	0.10	2	23.67
0.82	612.50	318.50	147.00	7.00	5	0.10	2	22.79
0.79	637.00	343.00	147.00	7.00	2	0.10	2	35.65
0.79	637.00	343.00	147.00	7.00	3	0.10	2	37.26
0.79	637.00	343.00	147.00	7.00	4	0.10	2	36.97
0.79	637.00	343.00	147.00	7.00	5	0.10	2	36.03
0.76	661.50	416.50	122.50	7.00	2	0.10	2	33.16
0.76	661.50	416.50	122.50	7.00	3	0.10	2	32.40
0.76	661.50	416.50	122.50	7.00	4	0.10	2	33.12
0.76	661.50	416.50	122.50	7.00	5	0.10	2	32.41
0.74	686.00	245.00	220.50	3.50	2	0.10	2	10.42
