id,has_cactus
000940378805c44108d287872b2f04ce.jpg,0.9861978888511658
0017242f54ececa4512b4d7937d1e21e.jpg,0.9684293866157532
001ee6d8564003107853118ab87df407.jpg,0.027636408805847168
002e175c3c1e060769475f52182583d0.jpg,0.017355620861053467
0036e44a7e8f7218e9bc7bf8137e4943.jpg,0.916671633720398
0038ed6f7417b8275b393307f66cb1e3.jpg,0.9711284041404724
0059dfa41de4441fc23b9a4b98ba99cb.jpg,0.976630449295044
0061bd302d735db829418cb90b4e6040.jpg,0.9382508397102356
00754573d8c7223e73da553dd43780bd.jpg,0.9428653717041016
008d9fce71c8e03a4c9cdd15ea908573.jpg,0.07431954145431519
00a36d4d6d152404670276fc983273bc.jpg,0.9669829607009888
00b706122b87e0fa275ff59e39d4d94b.jpg,0.9745229482650757
00c054da839d5518e59790f7d867f317.jpg,0.522556483745575
00c88441b0510cdb3a6e9b3fa7b632af.jpg,0.813483476638794
00e1e29865202c8ca715b0f14848d577.jpg,0.03174173831939697
00e20b0e6d779e7c36cea29710eed88e.jpg,0.9273731112480164
00feb0be23ac80f397a55b0ed8502def.jpg,0.5936899185180664
01185a1a81bb8041fa5e9c9ada9374eb.jpg,0.8922017812728882
0124398c0fcf6d1c92d9800337636b4e.jpg,0.9654176831245422
0127044dfc88dfaed0118c8764909800.jpg,0.18357712030410767
012c260033e652ab9690ea4bb3f63483.jpg,0.9399509429931641
0145b0da83f36fcfe1a1309355154c9f.jpg,0.03928309679031372
01723d584648a9c88704625121443d46.jpg,0.9410814642906189
017396273d436137bbecaeb650dca415.jpg,0.016166269779205322
0188f5ba08afcb5fa036a8c48aff1d1a.jpg,0.8882332444190979
01a840130560403d291c6b7cb3ed6cf3.jpg,0.11696922779083252
01b73e88077f801b357064e7dd914db6.jpg,0.9484241604804993
01c77430f6e5062bfde2427cdd312a39.jpg,0.9076053500175476
01cd51bb115fe5c0c37acd8d8800613e.jpg,0.9661123752593994
01e890418e216253bf5339ee4c96b65e.jpg,0.9066436290740967
020585f52ae099cea100b6e302697dd5.jpg,0.016842305660247803
