id,label
1,0.9509615898132324
2,0.949055016040802
3,0.9498012661933899
4,0.9342609643936157
5,0.06814700365066528
6,0.05965018272399902
7,0.04529696702957153
8,0.03933405876159668
9,0.05301535129547119
10,0.04378974437713623
11,0.045066893100738525
12,0.9539964199066162
13,0.036454617977142334
14,0.04355120658874512
15,0.03745150566101074
16,0.04202824831008911
17,0.939563512802124
18,0.942025363445282
19,0.05333071947097778
20,0.0442233681678772
21,0.9583116769790649
22,0.04469454288482666
23,0.9413632154464722
24,0.959528386592865
25,0.04248654842376709
26,0.9232276678085327
27,0.9489317536354065
28,0.044896841049194336
29,0.07109218835830688
30,0.9489240050315857
31,0.9582173228263855
32,0.8410857319831848
33,0.9095396995544434
34,0.04514843225479126
35,0.0545659065246582
36,0.04776453971862793
37,0.03699570894241333
38,0.053285300731658936
39,0.9510265588760376
40,0.08557534217834473
41,0.9579928517341614
42,0.9459845423698425
43,0.949907124042511
44,0.951528012752533
45,0.05826789140701294
46,0.9618871212005615
47,0.05374938249588013
48,0.9527478218078613
49,0.9523922204971313
50,0.06203138828277588
51,0.05386030673980713
52,0.04397708177566528
53,0.0422595739364624
54,0.036344707012176514
55,0.042949378490448
56,0.9496912956237793
57,0.9276682138442993
58,0.04530459642410278
59,0.954836905002594
60,0.05536013841629028
61,0.06071794033050537
62,0.9530686140060425
63,0.028997480869293213
64,0.058152735233306885
65,0.9468052983283997
66,0.9487947821617126
67,0.9461469650268555
68,0.051865458488464355
69,0.9162804484367371
70,0.9517964720726013
71,0.9537702798843384
72,0.9643208980560303
73,0.9375113844871521
74,0.9253310561180115
75,0.04362356662750244
76,0.9507040977478027
77,0.9462036490440369
78,0.9535436034202576
79,0.9573283791542053
80,0.02837240695953369
81,0.06580060720443726
82,0.05452370643615723
83,0.9507123827934265
84,0.06667429208755493
85,0.9623631834983826
86,0.8939365148544312
87,0.9577104449272156
88,0.9642775058746338
89,0.055908262729644775
90,0.046443283557891846
91,0.024849772453308105
92,0.045290231704711914
93,0.057492613792419434
94,0.9589287638664246
95,0.9540936350822449
96,0.045800745487213135
97,0.9378687143325806
98,0.9545840620994568
99,0.024103164672851562
100,0.07185244560241699
101,0.042952120304107666
102,0.9382176995277405
103,0.03837466239929199
104,0.06722944974899292
105,0.9485440850257874
106,0.9275686144828796
107,0.06402403116226196
108,0.07165408134460449
109,0.9548124670982361
110,0.9514098167419434
111,0.9503313302993774
112,0.9542760848999023
113,0.9104275107383728
114,0.04495525360107422
115,0.03456085920333862
116,0.04510462284088135
117,0.03975367546081543
118,0.9269548654556274
119,0.9556426405906677
120,0.03919333219528198
121,0.050522804260253906
122,0.03872781991958618
123,0.042702674865722656
124,0.05503439903259277
125,0.057800114154815674
126,0.9752222299575806
127,0.936743974685669
128,0.04003942012786865
129,0.039572179317474365
130,0.9698227643966675
131,0.9344558119773865
132,0.9378604888916016
133,0.04346340894699097
134,0.04191797971725464
135,0.04786008596420288
136,0.07232397794723511
137,0.9374309182167053
138,0.14873576164245605
139,0.041573166847229004
140,0.06584638357162476
141,0.04871708154678345
142,0.9345661997795105
143,0.9541450142860413
144,0.052887797355651855
145,0.041579365730285645
146,0.9418197870254517
147,0.91496342420578
148,0.24812769889831543
149,0.05738508701324463
150,0.04438972473144531
151,0.9398583769798279
152,0.040136516094207764
153,0.047408461570739746
154,0.06116229295730591
155,0.948698878288269
156,0.04342925548553467
157,0.04558676481246948
158,0.9413633942604065
159,0.9398181438446045
160,0.9474031925201416
161,0.04505765438079834
162,0.030791282653808594
163,0.046699464321136475
164,0.9635931253433228
165,0.052277565002441406
166,0.03997445106506348
167,0.9447061419487
